	Reported Trait	Trait Label	Trait Ontology id	PMID	COHORT	N	Ancestry	Classification	Notes	rv_idx
2756	Polycystic ovarian syndrome	polycystic ovary syndrome	EFO:0000660	36809768	UKB	412393.0	EUR	Population CC	Separate File	2756
2757	Adjustment and management of vascular access device	encounter with health service for adjustment and management of implanted device	EFO:0020982	36809768	UKB	412393.0	EUR	Population CC	Separate File	2757
2758	Other diseases of liver	liver disease	EFO:0001421	36809768	UKB	412393.0	EUR	Population CC	Separate File	2758
2759	Anaemia in other chronic diseases classified elsewhere	respiratory system disease	EFO:0000684	36809768	UKB	412393.0	EUR	Population CC	Separate File	2759
2760	Mycophenolate	mycophenolate	CHEBI:62932	36809768	UKB	412393.0	EUR	Population CC	Separate File	2760
2761	Hypertension secondary to other renal disorders	renal hypertension	EFO:1002039	36809768	UKB	412393.0	EUR	Population CC	Separate File	2761
2762	Other surgical follow-up care	follow-up	EFO:0009642	36809768	UKB	412393.0	EUR	Population CC	Separate File	2762
2763	Melanoma and other malignant neoplasms of skin	melanoma	EFO:0000756	36809768	UKB	412393.0	EUR	Population CC	Separate File	2763
2764	Secondary hyperparathyroidism| not elsewhere classified	hyperparathyroidism	EFO:0008506	36809768	UKB	412393.0	EUR	Population CC	Separate File	2764
2765	Tacrolimus measurement	tacrolimus measurement	EFO:0008458	36809768	UKB	412393.0	EUR	Population CC	Separate File	2765
2766	Hypertension	hypertension	EFO:0000537	36809768	UKB	412393.0	EUR	Population CC	Separate File	2766
2767	Carcinoma in situ of skin	skin carcinoma in situ	MONDO:0004641	36809768	UKB	412393.0	EUR	Population CC	Separate File	2767
2768	Azathioprine	azathioprine	CHEBI:2948	36809768	UKB	412393.0	EUR	Population CC	Separate File	2768
2769	Kidney transplant status	kidney transplant	EFO:0010134	36809768	UKB	412393.0	EUR	Population CC	Separate File	2769
2770	Intestinal infectious diseases	intestinal infectious disease	MONDO:0000916	36809768	UKB	412393.0	EUR	Population CC	Separate File	2770
2771	Adjustment and management of implanted device	encounter with health service for adjustment and management of implanted device	EFO:0020982	36809768	UKB	412393.0	EUR	Population CC	Separate File	2771
2772	Hypertensive diseases	hypertension	EFO:0000537	36809768	UKB	412393.0	EUR	Population CC	Separate File	2772
2773	Renal failure requiring dialysis	renal dialysis	EFO:0010690	36809768	UKB	412393.0	EUR	Population CC	Separate File	2773
2774	Anaemia in chronic diseases classified elsewhere	respiratory system disease	EFO:0000684	36809768	UKB	412393.0	EUR	Population CC	Separate File	2774
2775	Source of report of I95 (hypotension)	hypotension	EFO:0005251	36809768	UKB	412393.0	EUR	Population CC	Separate File	2775
2776	Congenital malformations of the urinary system	congenital anomaly of kidney and urinary tract	MONDO:0019719	36809768	UKB	412393.0	EUR	Population CC	Separate File	2776
2777	Urinary tract infection| site not specified	urinary tract infection	EFO:0003103	36809768	UKB	412393.0	EUR	Population CC	Separate File	2777
2778	Chronic kidney disease	chronic kidney disease	EFO:0003884	36809768	UKB	412393.0	EUR	Population CC	Separate File	2778
2779	Hyperparathyroidism| unspecified	hyperparathyroidism	EFO:0008506	36809768	UKB	412393.0	EUR	Population CC	Separate File	2779
2780	Non-infective gastro-enteritis and colitis| unspecified	Crohn's disease	EFO:0000384	36809768	UKB	412393.0	EUR	Population CC	Separate File	2780
2781	Acute renal failure	Acute kidney injury	HP:0001919	36809768	UKB	412393.0	EUR	Population CC	Separate File	2781
2782	Disorders resulting from impaired renal tubular function	impaired renal function disease	MONDO:0001343	36809768	UKB	412393.0	EUR	Population CC	Separate File	2782
2783	Anaemia| unspecified	macrocytic anemia	MONDO:0002281	36809768	UKB	412393.0	EUR	Population CC	Separate File	2783
2784	Other congenital malformations of the digestive system	digestive system disease	EFO:0000405	36809768	UKB	412393.0	EUR	Population CC	Separate File	2784
2785	Essential (primary) hypertension	essential hypertension	MONDO:0001134	36809768	UKB	412393.0	EUR	Population CC	Separate File	2785
2786	Furosemide	furosemide	CHEBI:47426	36809768	UKB	412393.0	EUR	Population CC	Separate File	2786
2787	Chronic nephritic syndrome	chronic fatigue syndrome	EFO:0004540	36809768	UKB	412393.0	EUR	Population CC	Separate File	2787
2788	Renal|urology	renal leiomyoma	EFO:1000050	36809768	UKB	412393.0	EUR	Population CC	Separate File	2788
2789	Polycystic kidney	Polycystic Kidney Disease	EFO:0008620	36809768	UKB	412393.0	EUR	Population CC	Separate File	2789
2790	Ciclosporin	cyclosporin A	CHEBI:4031	36809768	UKB	412393.0	EUR	Population CC	Separate File	2790
2791	Dependence on enabling machines and devices| not elsewhere classified	dependence on enabling machines and devices	EFO:0020981	36809768	UKB	412393.0	EUR	Population CC	Separate File	2791
2792	Abnormal results of function studies	abnormal result of function studies	EFO:0009628	36809768	UKB	412393.0	EUR	Population CC	Separate File	2792
2793	Source of report of Q61 (cystic kidney disease)	Cystic Kidney Disease	EFO:0008615	36809768	UKB	412393.0	EUR	Population CC	Separate File	2793
2794	Other specified surgical follow-up care	follow-up	EFO:0009642	36809768	UKB	412393.0	EUR	Population CC	Separate File	2794
2795	Disorders of other endocrine glands	endocrine system disease	EFO:0001379	36809768	UKB	412393.0	EUR	Population CC	Separate File	2795
2796	Squamous cell carcinoma	squamous cell carcinoma	EFO:0000707	36809768	UKB	412393.0	EUR	Population CC	Separate File	2796
2797	Gastroenteritis and colitis of unspecified origin	gastroenteritis	EFO:1001463	36809768	UKB	412393.0	EUR	Population CC	Separate File	2797
2798	Other bacterial intestinal infections	bacterial pneumonia	EFO:1001272	36809768	UKB	412393.0	EUR	Population CC	Separate File	2798
2799	Cystic kidney disease| unspecified	Cystic Kidney Disease	EFO:0008615	36809768	UKB	412393.0	EUR	Population CC	Separate File	2799
2800	Poisoning bprimarilsand haematological agents| not elsewhere classified	respiratory system disease	EFO:0000684	34375979	UKB	281104.0	EUR	Population CC/Q		2800
2801	Secondary hypertension	secondary hypertension	EFO:1002034	36809768	UKB	412393.0	EUR	Population CC	Separate File	2801
2802	Prednisolone	prednisolone	CHEBI:8378	36809768	UKB	412393.0	EUR	Population CC	Separate File	2802
2803	Acute renal failure| unspecified	kidney failure	EFO:1002048	36809768	UKB	412393.0	EUR	Population CC	Separate File	2803
2804	Source of report of N18 (chronic renal failure)	chronic kidney disease	EFO:0003884	36809768	UKB	412393.0	EUR	Population CC	Separate File	2804
2805	Vascular/heart problems diagnosed bdoctor| high blood pressure	hypertensive disorder	MONDO:0005044	34375979	UKB	281104.0	EUR	Population CC/Q		2805
2806	Other specified diseases of liver	digestive system disease	EFO:0000405	36809768	UKB	412393.0	EUR	Population CC	Separate File	2806
2807	Noninfective enteritis and colitis	Crohn's disease	EFO:0000384	36809768	UKB	412393.0	EUR	Population CC	Separate File	2807
2808	Creatinine	creatinine	CHEBI:16737	36088354	UKB	182638.0	EUR	Population Q		2808
2809	Volume ratio of brainsegvol to etiv whole brain (26536)	whole-brain volume	EFO:0005089	34662886	UKB	454787.0	EUR	Population Q	Separate File	2809
2810	Gamma glutamyltransferase (+1) measurement	protein-glutamine gamma-glutamyltransferase e measurement	EFO:0020690	36088354	UKB	182654.0	EUR	Population Q		2810
2811	Volume of grey matter in paracingulate gyrus left (25836) measurement	left superior temporal gyrus grey matter volume measurement	EFO:0007697	34662886	UKB	454787.0	EUR	Population Q	Separate File	2811
2812	Blepharitis | einfection	blepharitis	EFO:0009536	34375979	UKB	281104.0	EUR	Population CC/Q		2812
2814	Hdl cholesterol measurement	HDL cholesterol change measurement	EFO:0007805	36088354	UKB	168042.0	EUR	Population Q		2814
2815	Hdlfc l measurement	HDL cholesterol change measurement	EFO:0007805	36419110	Finnish	738.0	EUR	Ascertained Q	T1D patients	2815
2816	Volume of white matter (25008) measurement	white matter volume measurement	EFO:0008320	34662886	UKB	454787.0	EUR	Population Q	Separate File	2816
2824	Volume of pons whole brain (26717)	whole-brain volume	EFO:0005089	34662886	UKB	454787.0	EUR	Population Q	Separate File	2824
2825	Volume of whole brainstem whole brain (26720)	whole-brain volume	EFO:0005089	34662886	UKB	454787.0	EUR	Population Q	Separate File	2825
2826	Volume of brain stem whole brain (26526)	whole-brain volume	EFO:0005089	34662886	UKB	454787.0	EUR	Population Q	Separate File	2826
2827	Type 1 diabetes	type 1 diabetes mellitus	MONDO:0005147	36138231	UKB	160149.0	EUR	Population CC	Mixed Q/CC	2827
2830	Type 1 diabetes	type 1 diabetes mellitus	MONDO:0005147	20549515	WTCCC	5000.0	EUR	Ascertained CC		2830
2832	SYST-BP	systolic blood pressure	EFO:0006335	31367044	Finnish	19230.0	EUR	Population Q		2832
2836	Eand|or adnecancer	manic or hypomanic episode	EFO:0007706	34375979	UKB	281104.0	EUR	Population CC/Q		2836
2837	Disease of digestive sunspecified	digestive system disease	EFO:0000405	34375979	UKB	281104.0	EUR	Population CC/Q		2837
2838	VIT-D measurement	vitamin D measurement	EFO:0004631	31367044	Finnish	3558.0	EUR	Population Q		2838
2839	Diastolic-bp	diastolic blood pressure	EFO:0006336	36280733	Mixed	77189.0	EUR	Ascertained Q	Mixed N	2839
2840	Diastolic-BP	Elevated diastolic blood pressure	HP:0005117	36280733	Mixed	77189.0	EUR	Ascertained Q	Mixed N	2840
2843	2HR-INS	insulin resistance	EFO:0002614	31367044	Finnish	9545.0	EUR	Population Q		2843
2846	VLDLTG XS measurement	very low density lipoprotein cholesterol change measurement	EFO:0020857	36419110	Finnish	738.0	EUR	Ascertained Q	T1D patients	2846
2847	APOC-III measurement	apolipoprotein C measurement	EFO:0020950	36419110	Finnish	617.0	EUR	Ascertained Q	T1D patients	2847
2848	Volume of cerebellum cortex left hemisphere (26557) measurement	cerebellar cortex volume measurement	EFO:0010291	34662886	UKB	454787.0	EUR	Population Q	Separate File	2848
2849	Volume of cerebellum cortex right hemisphere (26588) measurement	cerebellar cortex volume measurement	EFO:0010291	34662886	UKB	454787.0	EUR	Population Q	Separate File	2849
2852	SHBG measurement	sex hormone-binding globulin measurement	EFO:0004696	31992710	UKB	35429.0	EUR	Population Q	Mixed Q/CC	2852
2855	Diastolic blood pressure	diastolic blood pressure	EFO:0006336	27980654	GAW19	1851.0	AMX	Population Q	Mexican american	2855
2857	Mean corpuscular hemoglobin	mean corpuscular hemoglobin	EFO:0004527	20876667	Review					2857
2858	Icd10 m10: gout	gout	EFO:0004274	34662886	UKB	454787.0	EUR	Population Q	Separate File	2858
2859	URATE measurement	urate measurement	EFO:0004531	31992710	UKB	39645.0	EUR	Population Q	Mixed Q/CC	2859
2860	URATE (+1) measurement	urate measurement	EFO:0004531	36088354	UKB	182537.0	EUR	Population Q		2860
2861	Creatinine (+1) measurement	creatinine measurement	EFO:0004518	36088354	UKB	182638.0	EUR	Population Q		2861
2862	Spond(lumbosacral region	cervical neck region	EFO:0001408	34375979	UKB	281104.0	EUR	Population CC/Q		2862
2863	Lnlvidd- echocardiographic traits in aas measurement	left ventricular structural measurement	EFO:0008205	33679876	HyperGEN	1364.0	AFR	Ascertained Q		2863
2864	Cystatin c (+3) measurement	cystatin C measurement	EFO:0004617	36088354	UKB	182719.0	EUR	Population Q		2864
2865	Tanning	suntan	EFO:0004279	20876667	Review					2865
2867	Total bilirubin measurement	bilirubin measurement	EFO:0004570	31992710	UKB	48152.0	EUR	Population Q	Mixed Q/CC	2867
2868	Direct bilirubin (+1) measurement	bilirubin measurement	EFO:0004570	36088354	UKB	154962.0	EUR	Population Q		2868
2869	Sodium_in_urine measurement	urinary sodium measurement	EFO:0021522	37262146	UKB	409204.0	EUR	Population Q	Mixed Q/CC	2869
2872	Waist-hip ratio	waist-hip ratio	EFO:0004343	36280733	Mixed	73027.0	EUR	Ascertained Q	Mixed N	2872
2873	Unspecified other blood transfusion	blood transfusion	EFO:0020988	34375979	UKB	281104.0	EUR	Population CC/Q		2873
2875	Response to treatment for acute lymphoblastic leukemia	response to drug	GO:0042493	20876667	Review					2875
2876	Volume of grey matter in putamen right (25883) measurement	grey matter volume measurement	EFO:0005420	34662886	UKB	454787.0	EUR	Population Q	Separate File	2876
2877	Volume of grey matter in ventral striatum right (25891) measurement	grey matter volume measurement	EFO:0005420	34662886	UKB	454787.0	EUR	Population Q	Separate File	2877
2878	Volume of grey matter in putamen left (25882) measurement	grey matter volume measurement	EFO:0005420	34662886	UKB	454787.0	EUR	Population Q	Separate File	2878
2879	Volume of grey matter in ventral striatum left (25890) measurement	grey matter volume measurement	EFO:0005420	34662886	UKB	454787.0	EUR	Population Q	Separate File	2879
2880	Peripheral vascular disease	peripheral vascular disease	EFO:0003875	34375979	UKB	281104.0	EUR	Population CC/Q		2880
2881	Volume of entorhinal left hemisphere (27208)	entorhinal cortical volume	EFO:0005092	34662886	UKB	454787.0	EUR	Population Q	Separate File	2881
2883	Type 2 diabetes	type 2 diabetes mellitus	MONDO:0005148	20876667	Review					2883
2886	20002_illness_code_sr_1226_hypothyroidism_myxoedema_anyinst__bin	myxedema	EFO:1001055	34662886	UKB	454787.0	EUR	Population Q	Separate File	2886
2887	Phe10_e03__bin	hypothyroidism	EFO:0004705	34662886	UKB	454787.0	EUR	Population Q	Separate File	2887
2888	Weight	body weight	EFO:0004338	31367044	Finnish	19241.0	EUR	Population Q		2888
2889	Hypertension	hypertension	EFO:0000537	19847924	WTCCC	4790.0	EUR	Ascertained CC		2889
2890	Implantation of intracochlear prosthesis	heart valve prosthesis	EFO:0003906	34375979	UKB	281104.0	EUR	Population CC/Q		2890
2891	Systemic lupus erythematosus	systemic lupus erythematosus	MONDO:0007915	20876667	Review					2891
2894	Headaches (not migraine	Headache	HP:0002315	34375979	UKB	281104.0	EUR	Population CC/Q		2894
2895	Primary biliary cirrhosis	primary biliary cirrhosis	EFO:1001486	20876667	Review					2895
2906	Supraventricular tachycardia	Supraventricular tachycardia	HP:0004755	35177841	UKB	200337.0	EUR	Population Q		2906
2910	I48 atrial fibrillation and flutter	atrial flutter	EFO:0003911	31992710	UKB	63364.0	EUR	Population CC	Mixed Q/CC	2910
2911	I48 Atrial fibrillation and flutter	atrial flutter	EFO:0003911	31992710	UKB	63364.0	EUR	Population CC	Mixed Q/CC	2911
2912	Atrial fibrillation and flutter	atrial flutter	EFO:0003911	36138231	UKB	161866.0	EUR	Population CC	Mixed Q/CC	2912
2913	Platelet distribution width	platelet component distribution width	EFO:0007984	31992710	UKB	39307.0	EUR	Population Q	Mixed Q/CC	2913
2914	Fasting-C-peptide measurement	fasting C-peptide measurement	EFO:0010813	36280733	Mixed	1445.0	EUR	Ascertained Q	Mixed N	2914
2915	Direct bilirubin measurement	bilirubin measurement	EFO:0004570	31992710	UKB	33263.0	EUR	Population Q	Mixed Q/CC	2915
2916	Coronary artery disease	coronary artery disease	EFO:0001645	28642624	PDAY	985.0	EUR, AFR	Population CC		2916
2919	VLDLTG L measurement	very low density lipoprotein cholesterol change measurement	EFO:0020857	36419110	Finnish	738.0	EUR	Ascertained Q	T1D patients	2919
2920	VLDL L measurement	very low density lipoprotein particle size measurement	EFO:0008594	36419110	Finnish	738.0	EUR	Ascertained Q	T1D patients	2920
216	Other joint disorders| not elsewhere classified	immune system disease	EFO:0000540	34375979	UKB	255851.0	EUR	Population CC		737
340	Other diseases of intestines	digestive system disease	EFO:0000405	34375979	UKB	265815.0	EUR	Population CC		1068
398	Metabolic disorders	metabolic disease	EFO:0000589	34375979	UKB	220024.0	EUR	Population CC		1208
237	Other soft tissue disorders| not elsewhere classified	soft tissue disease	EFO:0009470	34375979	UKB	247868.0	EUR	Population CC		792
176	Arthrosis	joint disease	EFO:1000999	34375979	UKB	251616.0	EUR	Population CC		669
171	Hernia	Hernia	HP:0100790	34375979	UKB	211329.0	EUR	Population CC		664
214	Gastro-oesophageal reflux disease	gastroesophageal reflux disease	EFO:0003948	34375979	UKB	266291.0	EUR	Population CC		735
128	Asthma	asthma	MONDO:0004979	34375979	UKB	253803.0	EUR	Population CC		576
516	Unspecified acute lower respiratory infection	severe acute respiratory syndrome	EFO:0000694	34375979	UKB	266277.0	EUR	Population CC		1471
168	Diverticular disease of intestine	diverticular disease	EFO:0009959	34375979	UKB	263960.0	EUR	Population CC		659
296	Other forms of heart disease	cardiovascular disease	EFO:0000319	34375979	UKB	201534.0	EUR	Population CC		906
246	Depressive episode measurement	depressive episode measurement	EFO:0007704	34375979	UKB	225999.0	EUR	Population CC		819
90	Diaphragmatic hernia	diaphragmatic hernia	EFO:0008561	34375979	UKB	260008.0	EUR	Population CC		496
141	Ischaemic heart diseases	heart disease	EFO:0003777	34375979	UKB	185008.0	EUR	Population CC		606
169	Diverticular disease of large intestine without perforation or abscess	diverticular disease	EFO:0009959	34375979	UKB	258541.0	EUR	Population CC		660
673	Other dermatitis	phototoxic dermatitis	EFO:1000753	34375979	UKB	264509.0	EUR	Population CC		1803
23	Other disorders of skin and subcutaneous tissue| not elsewhere classified	skin disease	EFO:0000701	34375979	UKB	258322.0	EUR	Population CC		218
92	Diaphragmatic hernia without obstruction or gangrene	diaphragmatic hernia	EFO:0008561	34375979	UKB	257501.0	EUR	Population CC		498
227	Chronic ischaemic heart disease	chronic pulmonary heart disease	MONDO:0001493	34375979	UKB	176170.0	EUR	Population CC		758
79	Obesity	obesity	EFO:0001073	34375979	UKB	261751.0	EUR	Population CC		428
338	Asthma| unspecified	asthma	MONDO:0004979	34375979	UKB	243984.0	EUR	Population CC		1063
391	Mental and behavioural disorders due to use of tobacco	mental or behavioural disorder	EFO:0000677	34375979	UKB	229141.0	EUR	Population CC		1167
375	Melanoma and other malignant neoplasms of skin	melanoma	EFO:0000756	34375979	UKB	245970.0	EUR	Population CC		1132
17	Other cataract	cataract - microcornea syndrome	MONDO:0015300	34375979	UKB	255698.0	EUR	Population CC		51
369	Other hypothyroidism	hypothyroidism	EFO:0004705	34375979	UKB	180146.0	EUR	Population CC		1116
